time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-02-01,10.5,4.5,18.2,0.0,,,6.3,,1018.4,
2023-02-02,12.0,6.4,18.1,0.0,,,6.0,,1017.0,
2023-02-03,12.5,7.1,18.7,0.1,,,6.4,,1016.2,
2023-02-04,13.8,8.4,21.2,0.0,,,7.2,,1014.2,
2023-02-05,13.8,7.6,20.4,1.9,,,6.9,,1012.8,
2023-02-06,14.6,9.5,20.7,3.9,,,12.4,,1013.6,
2023-02-07,12.5,5.3,20.9,0.0,,,9.1,,1012.8,
2023-02-08,12.9,6.3,20.2,0.0,,,7.2,,1014.1,
2023-02-09,11.8,7.1,15.2,4.0,,,12.3,,1012.5,
2023-02-10,14.6,10.2,21.4,3.8,,,20.7,,1012.4,
2023-02-11,12.2,8.5,17.2,2.4,,,14.1,,1015.6,
2023-02-12,11.6,6.4,18.4,0.0,,,14.2,,1019.3,
2023-02-13,10.1,3.8,18.1,0.0,,,7.5,,1017.0,
2023-02-14,12.8,5.9,20.5,0.0,,,5.9,,1016.2,
2023-02-15,16.1,9.5,24.3,0.0,,,8.2,,1013.7,
2023-02-16,16.3,8.5,24.7,0.0,,,6.5,,1014.8,
2023-02-17,17.1,10.8,23.9,0.0,,,6.3,,1016.7,
2023-02-18,17.5,11.4,24.6,0.0,,,6.3,,1015.0,
2023-02-19,18.5,13.0,24.5,0.0,,,6.1,,1014.1,
2023-02-20,19.1,13.4,26.4,0.0,,,13.2,,1011.6,
2023-02-21,17.4,10.8,25.4,0.0,,,11.0,,1012.7,
2023-02-22,16.8,10.4,24.4,0.0,,,8.6,,1013.7,
2023-02-23,16.4,7.8,25.1,0.0,,,10.5,,1013.3,
2023-02-24,15.2,6.3,24.4,0.0,,,8.4,,1015.1,
2023-02-25,16.0,7.2,25.2,0.0,,,8.7,,1016.5,
2023-02-26,18.1,11.9,25.7,0.4,,,14.5,,1019.5,
2023-02-27,17.2,8.9,26.2,0.0,,,10.6,,1018.4,
2023-02-28,16.3,11.0,22.4,0.0,,,8.9,,1019.4,
2023-03-01,17.9,13.0,24.0,3.8,,,10.5,,1021.2,
2023-03-02,17.6,13.9,24.4,14.8,,,14.2,,1021.5,
2023-03-03,18.7,12.5,25.5,0.0,,,11.2,,1020.6,
2023-03-04,18.7,12.4,24.8,0.0,,,7.8,,1020.2,
2023-03-05,18.7,11.0,26.1,0.0,,,10.2,,1019.2,
2023-03-06,17.8,9.9,25.8,0.0,,,8.5,,1016.1,
2023-03-07,19.1,10.3,27.0,0.0,,,8.6,,1015.6,
2023-03-08,18.9,11.0,26.9,0.0,,,8.7,,1016.5,
2023-03-09,19.8,13.4,26.7,0.0,,,9.1,,1017.0,
2023-03-10,20.1,12.1,27.2,0.0,,,7.6,,1015.9,
2023-03-11,20.2,12.2,27.7,0.0,,,8.4,,1015.2,
2023-03-12,20.6,12.7,28.7,0.0,,,9.4,,1015.5,
2023-03-13,20.8,12.8,29.0,0.0,,,8.5,,1014.0,
2023-03-14,21.6,15.4,28.6,0.0,,,8.2,,1010.8,
2023-03-15,21.6,14.5,28.5,0.0,,,9.6,,1009.6,
2023-03-16,20.8,14.7,26.8,0.0,,,8.6,,1011.0,
2023-03-17,18.1,15.0,21.7,3.2,,,12.3,,1013.9,
2023-03-18,19.0,13.7,24.3,2.4,,,13.3,,1012.2,
2023-03-19,18.1,12.5,23.9,0.7,,,7.5,,1010.2,
2023-03-20,18.5,14.8,23.6,1.2,,,10.3,,1009.1,
2023-03-21,17.7,13.4,23.4,0.9,,,7.2,,1010.2,
2023-03-22,18.0,12.6,24.3,0.5,,,7.2,,1011.3,
2023-03-23,18.9,13.4,25.0,0.0,,,7.5,,1010.0,
2023-03-24,17.3,13.4,22.0,15.0,,,11.5,,1009.6,
2023-03-25,15.4,11.6,20.7,21.5,,,12.6,,1013.7,
2023-03-26,16.9,9.4,24.3,0.0,,,6.2,,1013.0,
2023-03-27,18.6,10.6,25.3,0.0,,,7.2,,1010.9,
2023-03-28,19.7,11.7,25.5,0.0,,,7.6,,1010.6,
2023-03-29,19.7,12.4,27.8,0.0,,,8.4,,1011.5,
2023-03-30,20.6,16.6,28.9,0.4,,,8.4,,1010.2,
2023-03-31,18.1,15.7,21.6,6.7,,,11.7,,1009.5,
2023-04-01,16.5,14.4,19.8,8.5,,,9.1,,1010.9,
2023-04-02,18.4,11.9,24.3,0.0,,,7.2,,1009.8,
2023-04-03,18.3,14.7,24.0,2.6,,,9.7,,1008.8,
2023-04-04,18.5,13.1,25.1,0.0,,,9.6,,1011.2,
2023-04-05,18.4,9.6,26.7,0.0,,,9.1,,1011.3,
2023-04-06,19.8,13.3,27.0,0.1,,,9.7,,1013.7,
2023-04-07,19.4,10.4,28.1,0.0,,,9.9,,1014.8,
2023-04-08,21.1,11.6,29.2,0.0,,,7.2,,1014.6,
2023-04-09,22.6,13.8,30.7,0.0,,,8.3,,1014.6,
2023-04-10,22.4,13.4,31.0,0.0,,,8.7,,1012.9,
2023-04-11,23.4,13.6,32.1,0.0,,,11.2,,1012.3,
2023-04-12,24.1,14.7,32.4,0.0,,,9.9,,1011.4,
2023-04-13,25.4,15.4,34.9,0.0,,,8.1,,1009.6,
2023-04-14,26.1,17.3,34.9,0.0,,,8.6,,1008.6,
2023-04-15,27.0,17.5,35.5,0.0,,,10.2,,1008.4,
2023-04-16,29.0,22.5,35.9,0.0,,,15.8,,1007.7,
2023-04-17,29.4,21.1,37.0,0.0,,,14.2,,1007.1,
2023-04-18,25.5,21.8,30.9,2.9,,,21.2,,1009.9,
2023-04-19,21.2,18.6,24.7,13.6,,,15.8,,1008.5,
2023-04-20,21.2,16.9,28.8,8.7,,,15.4,,1005.4,
2023-04-21,20.9,16.0,26.5,1.0,,,14.5,,1006.9,
2023-04-22,20.3,13.2,28.0,0.5,,,12.2,,1007.6,
2023-04-23,22.2,12.6,31.3,0.0,,,9.5,,1007.7,
2023-04-24,23.7,16.1,31.5,0.0,,,8.9,,1010.3,
2023-04-25,24.7,17.7,31.4,0.0,,,12.7,,1011.7,
2023-04-26,23.9,16.1,31.9,0.2,,,10.5,,1009.3,
2023-04-27,25.8,19.7,32.9,0.7,,,15.6,,1009.2,
2023-04-28,25.6,16.2,33.5,0.2,,,11.9,,1009.4,
2023-04-29,26.1,16.5,33.9,0.0,,,11.0,,1007.1,
2023-04-30,26.5,20.1,32.4,0.0,,,8.9,,1006.4,
2023-05-01,21.6,18.2,25.5,3.2,,,8.8,,1008.6,
2023-05-02,20.9,17.9,24.0,7.7,,,5.9,,1010.2,
2023-05-03,21.7,17.2,27.2,0.4,,,10.2,,1011.5,
2023-05-04,23.0,16.3,29.0,0.0,,,6.7,,1010.8,
2023-05-05,24.5,16.9,31.9,0.0,,,8.0,,1008.7,
2023-05-06,24.1,16.4,29.9,2.0,,,9.7,,1006.9,
2023-05-07,24.1,18.6,30.1,1.2,,,16.9,,1006.1,
2023-05-08,24.0,17.9,31.9,2.6,,,16.4,,1006.7,
2023-05-09,25.4,18.5,32.7,0.0,,,12.8,,1009.0,
2023-05-10,25.5,14.8,34.8,0.0,,,9.7,,1006.3,
2023-05-11,27.6,16.5,36.5,0.0,,,11.4,,1006.7,
2023-05-12,28.5,18.2,38.0,0.0,,,10.0,,1006.1,
2023-05-13,29.7,19.2,38.8,0.0,,,14.2,,1005.9,
2023-05-14,29.9,23.9,36.2,0.0,,,13.5,,1003.9,
2023-05-15,30.2,21.2,37.8,0.0,,,11.3,,1002.8,
2023-05-16,29.8,21.4,37.9,0.0,,,12.0,,1003.7,
2023-05-17,29.8,19.9,38.2,0.0,,,10.9,,1005.6,
2023-05-18,29.1,24.5,34.9,0.0,,,13.9,,1009.1,
2023-05-19,28.5,19.7,35.6,0.0,,,10.4,,1006.2,
2023-05-20,30.5,20.7,38.4,0.0,,,12.1,,1003.4,
2023-05-21,31.5,20.2,40.9,0.0,,,8.2,,1004.2,
2023-05-22,32.3,22.3,41.3,0.0,,,10.1,,1004.3,
2023-05-23,32.1,23.8,39.9,0.0,,,13.8,,1005.1,
2023-05-24,27.0,23.0,30.8,5.8,,,17.2,,1005.4,
2023-05-25,25.7,21.0,32.0,0.2,,,9.2,,1005.6,
2023-05-26,24.5,20.8,29.7,2.7,,,9.3,,1006.7,
2023-05-27,26.9,19.7,33.9,0.0,,,9.7,,1005.5,
2023-05-28,27.2,18.2,34.9,0.0,,,8.4,,1006.6,
2023-05-29,27.0,22.1,34.9,0.5,,,9.3,,1008.5,
2023-05-30,26.2,21.3,31.7,1.3,,,13.1,,1009.6,
2023-05-31,21.6,19.1,24.9,36.5,,,11.3,,1007.9,
2023-06-01,21.2,18.4,27.9,39.6,,,10.7,,1008.2,
2023-06-02,23.6,17.4,30.2,0.0,,,7.1,,1006.4,
2023-06-03,26.4,18.9,32.6,0.0,,,7.5,,1006.5,
2023-06-04,27.4,18.6,34.7,0.0,,,9.2,,1005.6,
2023-06-05,27.5,20.4,35.0,0.0,,,8.2,,1004.2,
2023-06-06,27.9,19.8,35.9,0.6,,,8.1,,1004.2,
2023-06-07,27.0,21.2,33.8,0.4,,,8.8,,1004.4,
2023-06-08,28.9,20.7,35.6,0.0,,,8.8,,1003.3,
2023-06-09,31.2,24.1,37.5,0.5,,,7.7,,1000.5,
2023-06-10,31.4,24.9,38.1,0.0,,,10.1,,998.5,
2023-06-11,30.2,25.3,36.2,0.0,,,7.5,,998.9,
2023-06-12,31.1,24.8,37.4,0.0,,,8.8,,998.8,
2023-06-13,31.8,24.5,38.4,0.0,,,9.2,,998.5,
2023-06-14,31.0,26.5,37.9,0.7,,,6.8,,998.9,
2023-06-15,30.2,25.7,35.1,0.6,,,7.8,,1000.5,
2023-06-16,30.1,24.0,35.8,0.0,,,6.8,,1000.7,
2023-06-17,32.3,25.4,38.4,0.0,,,7.2,,1000.3,
2023-06-18,32.7,26.2,37.9,0.0,,,8.3,,1000.1,
2023-06-19,32.9,27.8,37.7,0.2,,,7.5,,999.6,
2023-06-20,33.6,27.6,38.9,0.0,,,9.0,,997.8,
2023-06-21,33.8,28.1,38.1,0.0,,,12.0,,999.1,
2023-06-22,34.0,29.7,38.4,0.0,,,12.4,,998.9,
2023-06-23,34.1,27.6,39.2,2.0,,,13.2,,998.8,
2023-06-24,32.8,27.2,36.9,8.9,,,12.4,,998.8,
2023-06-25,30.6,25.4,35.1,16.8,,,15.5,,1000.1,
2023-06-26,27.9,23.9,32.3,33.6,,,9.9,,1002.6,
2023-06-27,29.2,24.3,34.3,0.3,,,5.9,,1001.3,
2023-06-28,29.5,26.1,33.9,0.6,,,7.6,,1002.5,
2023-06-29,29.2,26.0,33.1,0.8,,,8.7,,1001.4,
2023-06-30,29.4,23.2,33.9,10.2,,,8.5,,999.3,
2023-07-01,29.7,25.0,34.4,0.0,,,7.9,,1000.0,
2023-07-02,30.0,24.6,34.6,0.6,,,9.9,,1000.5,
2023-07-03,31.3,26.0,35.7,1.2,,,8.6,,999.9,
2023-07-04,28.5,22.9,32.4,11.8,,,11.2,,998.8,
2023-07-05,25.9,24.3,29.4,117.2,,,16.2,,999.6,
2023-07-06,27.5,23.9,31.1,5.1,,,6.9,,1002.3,
2023-07-07,27.1,23.7,32.8,15.6,,,9.0,,1002.7,
2023-07-08,25.1,23.9,27.0,26.8,,,9.6,,1003.9,
2023-07-09,26.1,23.0,30.3,12.9,,,10.7,,1002.1,
2023-07-10,27.2,23.6,31.9,0.8,,,8.9,,1002.6,
2023-07-11,28.9,24.2,34.3,0.0,,,6.4,,1001.3,
2023-07-12,29.3,25.9,33.6,1.7,,,9.2,,1000.9,
2023-07-13,28.6,24.4,32.9,8.0,,,7.1,,1001.0,
2023-07-14,29.5,25.7,33.9,2.0,,,8.4,,1001.7,
2023-07-15,29.5,25.7,33.5,1.6,,,8.4,,1000.8,
2023-07-16,27.8,24.6,32.4,28.1,,,9.9,,1001.8,
2023-07-17,29.6,25.4,33.2,1.5,,,7.3,,1000.3,
2023-07-18,28.4,25.2,32.6,9.3,,,11.6,,1000.6,
2023-07-19,27.6,25.0,30.2,42.9,,,11.0,,1001.6,
2023-07-20,29.7,25.9,33.5,4.0,,,4.9,,1001.0,
2023-07-21,29.3,26.7,33.1,4.0,,,5.4,,1002.2,
2023-07-22,26.9,25.3,28.3,34.9,,,11.2,,1006.1,
2023-07-23,28.3,25.1,33.1,0.6,,,10.4,,1005.9,
2023-07-24,29.2,25.4,32.7,0.0,,,5.8,,1002.7,
2023-07-25,28.9,25.3,32.9,8.4,,,7.1,,1002.3,
2023-07-26,26.9,24.7,30.4,17.9,,,8.7,,1003.9,
2023-07-27,27.8,25.1,31.1,6.1,,,6.4,,1003.0,
2023-07-28,27.2,24.5,31.2,12.8,,,6.0,,1000.6,
2023-07-29,27.2,22.8,32.1,13.4,,,8.1,,1000.0,
2023-07-30,28.7,24.1,33.5,0.6,,,5.5,,999.2,
2023-07-31,29.0,24.9,32.7,0.0,,,6.4,,998.7,
2023-08-01,30.1,26.3,35.9,3.0,,,7.3,,997.6,
2023-08-02,29.6,24.7,35.9,8.0,,,8.3,,998.0,
2023-08-03,28.8,24.2,33.3,16.9,,,8.5,,998.7,
2023-08-04,28.8,25.4,33.1,5.8,,,8.7,,1000.7,
2023-08-05,28.3,24.6,31.6,11.8,,,6.8,,1002.1,
2023-08-06,27.7,24.7,32.3,3.1,,,7.6,,999.2,
2023-08-07,28.4,24.3,32.6,0.4,,,7.0,,996.5,
2023-08-08,28.5,23.4,33.4,2.9,,,9.1,,998.0,
2023-08-09,29.0,25.6,33.9,4.9,,,8.4,,1001.4,
2023-08-10,28.1,24.3,32.4,7.1,,,7.8,,1003.6,
2023-08-11,28.9,24.1,33.9,5.3,,,7.9,,1003.6,
2023-08-12,29.2,25.0,34.9,3.9,,,8.8,,1000.7,
2023-08-13,28.5,25.5,32.4,5.4,,,10.3,,998.2,
2023-08-14,26.9,24.5,31.8,32.8,,,11.9,,1002.8,
2023-08-15,27.3,23.5,31.9,13.9,,,8.3,,1004.3,
2023-08-16,28.3,24.0,32.4,0.5,,,6.2,,1003.5,
2023-08-17,28.7,25.1,32.5,0.0,,,7.8,,1002.5,
2023-08-18,29.0,24.0,33.1,5.5,,,7.9,,1003.0,
2023-08-19,29.8,25.7,33.7,0.2,,,5.5,,1003.7,
2023-08-20,30.2,26.4,33.9,1.2,,,5.5,,1004.3,
2023-08-21,29.9,26.1,34.4,3.4,,,9.0,,1002.1,
2023-08-22,30.3,25.9,35.1,0.7,,,9.5,,999.8,
2023-08-23,28.3,24.3,31.3,15.2,,,13.9,,998.9,
2023-08-24,26.9,23.6,31.9,38.7,,,8.9,,999.1,
2023-08-25,27.0,23.1,32.2,5.6,,,8.7,,999.2,
2023-08-26,26.0,24.0,29.5,1.2,,,8.1,,1001.7,
2023-08-27,28.2,23.3,32.4,0.0,,,5.5,,1000.9,
2023-08-28,26.9,22.1,31.4,5.0,,,7.0,,1000.9,
2023-08-29,27.6,22.9,32.5,0.0,,,8.2,,1003.2,
2023-08-30,28.4,24.2,33.2,0.0,,,7.0,,1004.8,
2023-08-31,29.3,24.1,33.6,0.0,,,6.6,,1005.4,
2023-09-01,29.4,25.5,33.7,0.0,,,8.4,,1004.8,
2023-09-02,29.6,25.4,34.5,0.3,,,7.2,,1003.7,
2023-09-03,29.5,25.8,32.8,1.4,,,8.0,,1002.9,
2023-09-04,29.4,24.8,34.5,0.0,,,7.1,,1002.5,
2023-09-05,28.9,23.9,33.4,0.0,,,7.7,,1004.3,
2023-09-06,29.0,23.8,34.9,0.0,,,7.6,,1005.0,
2023-09-07,29.3,23.4,35.6,0.0,,,8.4,,1004.2,
2023-09-08,29.9,24.4,35.1,0.0,,,8.9,,1003.9,
2023-09-09,29.6,24.4,33.9,0.0,,,8.5,,1002.9,
2023-09-10,28.1,24.1,32.2,0.4,,,9.1,,1002.4,
2023-09-11,27.3,24.2,31.4,2.1,,,7.5,,1002.8,
2023-09-12,28.4,24.6,32.3,2.3,,,7.5,,1002.5,
2023-09-13,28.7,24.5,33.3,2.0,,,9.8,,1002.5,
2023-09-14,28.6,24.8,33.9,7.5,,,8.9,,1004.4,
2023-09-15,26.8,22.9,33.9,6.8,,,7.6,,1005.9,
2023-09-16,28.0,23.9,32.8,0.7,,,6.6,,1005.4,
2023-09-17,27.9,23.9,32.0,0.0,,,5.5,,1004.1,
2023-09-18,26.2,23.9,29.9,2.2,,,7.9,,1005.5,
2023-09-19,26.6,23.5,31.6,0.0,,,6.9,,1007.4,
2023-09-20,27.8,23.3,32.2,0.0,,,5.7,,1007.1,
2023-09-21,28.4,23.6,32.9,0.1,,,7.3,,1005.7,
2023-09-22,27.7,23.7,31.8,7.0,,,6.5,,1006.2,
2023-09-23,26.7,22.8,31.9,9.0,,,6.6,,1007.0,
2023-09-24,25.9,22.5,30.7,2.7,,,6.9,,1006.3,
2023-09-25,25.3,22.0,29.5,1.4,,,5.8,,1007.0,
2023-09-26,25.4,19.9,31.1,0.0,,,6.3,,1008.0,
2023-09-27,25.8,20.0,31.9,0.0,,,6.9,,1007.8,
2023-09-28,26.1,19.3,32.0,0.0,,,6.0,,1007.0,
2023-09-29,25.5,19.4,31.9,0.0,,,7.5,,1007.0,
2023-09-30,25.2,17.7,31.9,0.0,,,8.7,,1007.5,
2023-10-01,24.9,18.0,31.6,0.0,,,6.0,,1006.3,
2023-10-02,25.7,20.9,30.9,0.0,,,7.3,,1007.5,
2023-10-03,25.1,17.6,31.9,0.0,,,8.0,,1007.8,
2023-10-04,25.1,17.9,31.9,0.0,,,7.2,,1008.2,
2023-10-05,24.2,18.1,31.4,0.0,,,6.9,,1007.0,
2023-10-06,25.5,19.4,32.9,0.0,,,7.1,,1006.0,
2023-10-07,25.7,20.6,31.7,0.0,,,6.9,,1007.2,
2023-10-08,26.3,20.6,32.7,0.0,,,7.6,,1007.9,
2023-10-09,25.8,21.7,32.0,0.9,,,10.2,,1009.1,
2023-10-10,24.6,18.1,31.6,0.0,,,8.9,,1010.5,
2023-10-11,23.6,16.5,29.8,0.0,,,7.0,,1010.9,
2023-10-12,23.8,17.5,30.1,0.0,,,7.3,,1012.0,
2023-10-13,24.2,18.1,30.5,0.0,,,7.4,,1012.6,
2023-10-14,22.8,20.3,30.6,11.5,,,12.4,,1013.1,
2023-10-15,22.8,19.0,29.0,0.7,,,10.5,,1010.8,
2023-10-16,18.6,17.1,21.7,20.2,,,15.6,,1012.5,
2023-10-17,18.7,12.9,25.0,19.2,,,13.2,,1016.8,
2023-10-18,18.3,11.7,25.3,0.0,,,7.2,,1016.4,
2023-10-19,19.1,13.3,25.5,0.0,,,6.4,,1015.3,
2023-10-20,20.3,14.6,26.1,0.0,,,6.8,,1015.9,
2023-10-21,20.7,14.6,26.4,0.0,,,6.8,,1016.5,
2023-10-22,19.6,16.9,26.4,0.3,,,8.7,,1017.7,
2023-10-23,20.8,14.5,26.4,0.0,,,6.1,,1015.7,
2023-10-24,20.7,14.5,27.3,0.0,,,7.2,,1014.9,
2023-10-25,20.0,12.9,27.2,0.0,,,7.6,,1015.4,
2023-10-26,19.6,13.4,27.1,0.0,,,6.2,,1014.9,
2023-10-27,19.9,14.0,26.8,0.0,,,7.3,,1013.9,
2023-10-28,20.3,15.6,26.6,0.0,,,7.2,,1014.1,
2023-10-29,20.7,15.0,27.2,0.0,,,6.8,,1014.3,
2023-10-30,21.2,16.3,27.7,0.0,,,7.8,,1015.2,
2023-10-31,21.0,15.9,27.7,0.0,,,7.4,,1016.5,
2023-11-01,21.5,16.3,28.0,0.0,,,6.9,,1017.4,
2023-11-02,20.9,15.2,27.6,0.0,,,8.1,,1015.4,
2023-11-03,19.6,12.5,26.4,0.0,,,8.2,,1012.7,
2023-11-04,19.6,13.7,26.3,0.0,,,7.1,,1013.3,
2023-11-05,18.7,12.4,26.3,0.0,,,6.7,,1014.6,
2023-11-06,19.6,13.5,26.0,0.0,,,7.5,,1016.4,
2023-11-07,19.2,13.7,25.7,0.0,,,7.7,,1015.8,
2023-11-08,19.3,14.8,26.2,0.0,,,6.6,,1015.0,
2023-11-09,19.5,15.2,26.3,1.3,,,8.4,,1014.9,
2023-11-10,17.0,13.1,20.9,7.5,,,13.2,,1017.8,
2023-11-11,16.5,10.4,23.8,0.0,,,7.5,,1018.8,
2023-11-12,16.8,11.2,22.9,0.0,,,6.0,,1018.6,
2023-11-13,16.9,12.4,23.4,0.0,,,6.1,,1018.6,
2023-11-14,17.6,13.5,24.0,0.0,,,6.2,,1018.5,
2023-11-15,17.8,11.8,23.8,0.0,,,6.0,,1017.8,
2023-11-16,17.3,11.6,24.0,0.0,,,6.4,,1019.0,
2023-11-17,17.7,11.0,24.5,0.0,,,7.0,,1018.8,
2023-11-18,17.2,11.7,23.8,0.0,,,6.7,,1016.8,
2023-11-19,17.0,12.2,24.2,0.0,,,6.4,,1017.8,
2023-11-20,17.2,12.6,23.1,0.0,,,6.4,,1018.2,
2023-11-21,16.5,11.8,22.8,0.0,,,7.1,,1016.9,
2023-11-22,16.0,10.9,22.2,0.0,,,5.6,,1014.2,
2023-11-23,16.3,11.4,22.9,0.0,,,6.5,,1014.5,
2023-11-24,16.6,11.7,23.2,0.0,,,7.6,,1017.0,
2023-11-25,16.0,10.5,22.7,0.0,,,5.6,,1017.5,
2023-11-26,16.3,11.8,22.4,0.0,,,6.2,,1018.8,
2023-11-27,16.6,12.9,22.2,0.0,,,7.4,,1017.2,
2023-11-28,16.7,11.0,23.9,0.0,,,7.2,,1016.8,
2023-11-29,16.0,10.0,22.9,0.0,,,10.1,,1016.3,
2023-11-30,15.3,12.1,18.5,9.7,,,13.3,,1018.4,
2023-12-01,14.4,9.2,22.0,0.0,,,9.2,,1018.7,
2023-12-02,14.1,8.4,22.1,0.0,,,9.1,,1017.7,
2023-12-03,14.1,8.4,21.6,0.0,,,6.3,,1018.1,
2023-12-04,14.8,9.3,21.5,0.0,,,6.1,,1017.0,
2023-12-05,14.7,9.2,21.1,0.0,,,8.1,,1017.3,
2023-12-06,14.6,8.6,21.6,0.0,,,7.6,,1017.5,
2023-12-07,14.2,8.0,23.9,0.0,,,7.1,,1016.6,
2023-12-08,14.1,8.2,21.9,0.0,,,5.5,,1016.1,
2023-12-09,12.6,8.5,19.9,0.0,,,6.6,,1017.0,
2023-12-10,12.1,7.9,18.7,0.0,,,7.1,,1014.6,
2023-12-11,12.7,7.9,19.8,0.0,,,7.1,,1015.1,
2023-12-12,12.2,7.3,19.5,0.0,,,6.3,,1015.4,
2023-12-13,11.4,6.3,18.5,0.0,,,6.5,,1017.2,
2023-12-14,11.5,6.2,18.9,0.0,,,5.7,,1017.8,
2023-12-15,12.1,7.0,19.0,0.0,,,5.9,,1018.8,
2023-12-16,11.9,7.9,18.0,2.3,,,8.0,,1017.9,
2023-12-17,12.1,7.0,18.6,0.0,,,7.1,,1019.2,
2023-12-18,11.0,5.7,18.7,0.0,,,7.1,,1020.0,
