time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-12-19,10.7,5.7,18.1,0.0,,,7.0,,1020.1,
2023-12-20,10.7,5.6,18.1,0.0,,,6.3,,1019.4,
2023-12-21,11.5,6.0,18.9,0.0,,,5.9,,1018.4,
2023-12-22,12.5,6.7,18.2,0.0,,,6.3,,1018.2,
2023-12-23,15.0,10.7,21.1,0.2,,,7.3,,1020.5,
2023-12-24,13.7,9.3,19.3,0.0,,,6.1,,1022.0,
2023-12-25,12.3,8.0,18.4,0.0,,,5.6,,1019.6,
2023-12-26,12.5,7.7,19.1,0.0,,,5.2,,1019.1,
2023-12-27,13.4,8.4,20.9,0.0,,,5.0,,1021.0,
2023-12-28,11.4,6.7,17.8,0.0,,,6.5,,1019.0,
2023-12-29,11.7,7.5,18.2,0.0,,,4.9,,1020.6,
2023-12-30,12.6,8.4,18.1,0.0,,,5.4,,1019.0,
2023-12-31,11.4,8.4,16.1,0.0,,,5.1,,1018.9,
2024-01-01,10.1,8.1,13.9,0.0,,,5.2,,1019.3,
2024-01-02,10.0,7.1,13.9,0.0,,,5.4,,1018.7,
2024-01-03,9.4,6.7,13.9,0.0,,,4.8,,1018.8,
2024-01-04,9.0,6.6,15.3,0.0,,,5.4,,1018.7,
2024-01-05,8.8,5.1,13.8,0.0,,,4.7,,1018.9,
2024-01-06,8.6,5.2,13.8,0.0,,,4.9,,1020.8,
2024-01-07,8.7,4.9,13.6,0.0,,,4.9,,1021.2,
2024-01-08,8.6,6.1,14.1,0.0,,,4.7,,1020.9,
2024-01-09,9.0,5.7,15.4,0.0,,,5.7,,1021.0,
2024-01-10,8.9,5.1,14.3,0.0,,,6.4,,1019.5,
2024-01-11,8.0,4.1,13.5,0.0,,,5.7,,1019.8,
2024-01-12,8.3,4.1,12.8,0.0,,,4.8,,1018.5,
2024-01-13,9.5,5.5,16.1,0.0,,,5.8,,1017.8,
2024-01-14,8.8,4.4,15.1,0.0,,,5.5,,1018.0,
2024-01-15,7.3,3.5,13.2,0.0,,,5.0,,1017.6,
2024-01-16,9.2,3.3,14.9,0.0,,,4.3,,1015.6,
2024-01-17,12.0,5.9,19.9,0.0,,,5.0,,1015.4,
2024-01-18,11.8,6.9,18.9,0.0,,,5.6,,1017.2,
2024-01-19,9.6,5.9,16.3,0.0,,,5.5,,1018.3,
2024-01-20,8.9,5.2,14.1,0.0,,,5.7,,1019.7,
2024-01-21,7.9,4.1,14.1,0.0,,,6.5,,1018.7,
2024-01-22,8.3,4.2,13.9,0.0,,,6.1,,1019.2,
2024-01-23,7.4,3.3,14.7,0.0,,,5.2,,1019.6,
2024-01-24,8.3,4.3,14.3,0.0,,,6.0,,1019.3,
2024-01-25,8.5,5.2,14.2,0.0,,,5.3,,1021.3,
2024-01-26,12.8,8.9,20.9,0.0,,,5.6,,1021.7,
2024-01-27,13.9,6.2,21.9,0.0,,,5.1,,1019.6,
2024-01-28,14.1,8.3,21.9,0.3,,,6.2,,1017.9,
2024-01-29,14.2,9.5,20.9,0.7,,,5.0,,1018.9,
2024-01-30,12.0,8.9,14.9,1.5,,,8.3,,1017.2,
2024-01-31,14.2,10.2,18.9,15.6,,,9.1,,1015.9,
2024-02-01,12.7,7.5,16.9,52.9,,,15.1,,1015.7,
2024-02-02,11.5,4.3,18.9,0.0,,,8.0,,1021.1,
2024-02-03,11.3,7.3,13.9,2.0,,,6.0,,1019.2,
2024-02-04,11.2,8.9,14.2,5.7,,,7.0,,1017.3,
2024-02-05,10.8,4.5,17.9,0.0,,,6.1,,1019.1,
2024-02-06,10.5,3.6,17.9,0.0,,,7.6,,1020.4,
2024-02-07,11.0,3.7,18.9,0.0,,,7.4,,1021.2,
2024-02-08,11.3,1.5,20.9,0.0,,,5.8,,1018.6,
2024-02-09,12.1,2.7,20.9,0.0,,,5.8,,1018.4,
2024-02-10,12.7,4.2,20.9,0.0,,,6.3,,1022.2,
2024-02-11,13.6,4.6,21.9,0.0,,,6.7,,1021.4,
2024-02-12,13.4,4.2,19.9,0.0,,,6.3,,1020.4,
2024-02-13,15.6,8.7,22.9,0.0,,,5.6,,1019.6,
2024-02-14,14.6,4.4,22.9,0.0,,,6.1,,1019.2,
2024-02-15,14.2,5.6,22.9,0.0,,,6.4,,1019.7,
2024-02-16,15.8,10.5,22.9,0.0,,,5.1,,1020.1,
2024-02-17,16.5,9.8,22.9,0.0,,,5.2,,1015.3,
2024-02-18,15.5,12.0,18.9,1.7,,,13.1,,1012.6,
2024-02-19,16.2,12.8,20.9,28.8,,,19.9,,1008.5,
2024-02-20,14.1,10.5,16.9,25.8,,,10.3,,1011.0,
2024-02-21,14.8,7.4,20.9,0.8,,,11.0,,1012.2,
2024-02-22,12.8,5.0,20.9,0.0,,,9.5,,1014.5,
2024-02-23,11.4,2.8,18.9,0.0,,,8.7,,1016.1,
2024-02-24,12.4,4.4,19.3,0.0,,,7.2,,1016.9,
2024-02-25,12.8,6.0,19.9,0.0,,,8.0,,1020.1,
2024-02-26,12.1,5.0,17.9,0.0,,,9.8,,1020.0,
2024-02-27,14.5,10.9,19.2,0.0,,,10.3,,1019.0,
2024-02-28,14.8,7.4,21.1,0.0,,,7.5,,1016.7,
2024-02-29,14.6,7.7,20.9,0.0,,,6.2,,1015.4,
2024-03-01,14.9,12.7,17.9,9.5,,,11.3,,1015.0,
2024-03-02,15.2,13.8,17.5,79.9,,,31.0,,1008.1,
2024-03-03,13.6,10.5,17.9,0.5,,,17.6,,1011.8,
2024-03-04,11.7,5.3,17.9,0.0,,,8.0,,1017.8,
2024-03-05,12.9,7.0,18.9,0.0,,,6.3,,1018.1,
2024-03-06,13.5,5.8,20.9,0.0,,,5.3,,1015.5,
2024-03-07,15.1,10.3,21.0,0.0,,,6.2,,1015.9,
2024-03-08,14.6,8.2,21.9,0.0,,,8.4,,1016.6,
2024-03-09,16.4,9.1,24.4,0.0,,,7.7,,1015.7,
2024-03-10,16.3,8.6,22.9,0.0,,,6.3,,1015.1,
2024-03-11,17.2,12.0,21.8,0.0,,,6.9,,1017.4,
2024-03-12,18.5,11.7,25.9,0.0,,,6.7,,1015.6,
2024-03-13,15.8,11.6,20.2,8.3,,,9.4,,1012.8,
2024-03-14,18.6,12.5,24.9,2.8,,,8.2,,1017.4,
2024-03-15,16.0,6.8,24.1,0.0,,,7.4,,1014.2,
2024-03-16,18.1,9.1,26.9,0.0,,,7.4,,1016.1,
2024-03-17,17.8,7.8,26.1,0.0,,,8.6,,1015.8,
2024-03-18,19.0,10.6,27.9,0.0,,,7.1,,1013.4,
2024-03-19,20.3,10.6,27.9,0.0,,,8.2,,1013.5,
2024-03-20,21.0,10.6,27.9,0.0,,,7.4,,1013.9,
2024-03-21,21.0,16.0,25.9,0.1,,,10.3,,1012.8,
2024-03-22,21.1,16.5,26.6,10.7,,,9.0,,1011.4,
2024-03-23,20.9,12.3,28.5,0.0,,,10.7,,1009.2,
2024-03-24,21.4,15.3,28.3,0.0,,,7.7,,1011.6,
2024-03-25,21.5,12.2,30.9,0.0,,,8.9,,1012.8,
2024-03-26,21.7,13.2,28.6,0.0,,,7.7,,1011.4,
2024-03-27,23.0,19.3,28.9,0.6,,,9.9,,1015.2,
2024-03-28,24.4,18.4,30.3,0.2,,,10.7,,1012.7,
2024-03-29,22.6,18.1,27.9,8.8,,,19.5,,1011.1,
2024-03-30,21.9,16.7,29.9,16.0,,,16.2,,1012.9,
2024-03-31,21.0,15.5,27.2,3.4,,,10.9,,1014.1,
2024-04-01,20.8,14.1,27.2,0.0,,,6.7,,1009.4,
2024-04-02,21.4,13.3,28.6,0.0,,,7.7,,1008.0,
2024-04-03,22.8,14.9,29.1,0.3,,,9.6,,1009.8,
2024-04-04,23.5,15.5,31.0,0.0,,,12.5,,1009.9,
2024-04-05,22.4,13.8,30.9,0.0,,,11.7,,1009.3,
2024-04-06,23.6,13.8,31.9,0.0,,,8.4,,1009.1,
2024-04-07,23.1,13.2,31.9,0.0,,,8.5,,1008.6,
2024-04-08,23.7,13.4,31.9,0.0,,,10.2,,1009.9,
2024-04-09,23.7,13.8,31.9,0.0,,,9.2,,1010.5,
2024-04-10,23.6,15.0,30.6,0.0,,,10.7,,1011.0,
2024-04-11,23.3,16.0,30.9,0.4,,,12.5,,1013.3,
2024-04-12,24.0,15.4,33.3,0.0,,,11.2,,1011.2,
2024-04-13,23.4,18.3,30.0,4.0,,,14.9,,1011.0,
2024-04-14,21.9,19.3,25.7,13.6,,,18.3,,1013.9,
2024-04-15,21.3,18.1,28.6,13.2,,,16.8,,1012.9,
2024-04-16,22.5,16.3,29.2,1.8,,,12.1,,1012.2,
2024-04-17,22.9,15.1,29.8,0.0,,,7.2,,1009.0,
2024-04-18,22.6,19.4,25.5,0.4,,,12.6,,1008.6,
2024-04-19,22.1,17.7,30.7,36.0,,,22.6,,1006.1,
2024-04-20,22.2,17.2,29.5,1.9,,,11.9,,1006.8,
2024-04-21,22.6,16.2,29.9,0.0,,,7.2,,1007.1,
2024-04-22,22.8,16.0,30.9,0.0,,,10.6,,1007.8,
2024-04-23,22.9,15.7,30.9,0.0,,,9.9,,1007.3,
2024-04-24,23.1,16.7,30.4,0.0,,,9.5,,1007.5,
2024-04-25,24.7,15.6,33.6,0.0,,,12.3,,1007.1,
2024-04-26,24.1,17.7,32.0,1.9,,,13.6,,1006.5,
2024-04-27,22.2,18.5,27.1,7.7,,,25.5,,1008.1,
2024-04-28,23.1,18.8,28.8,2.1,,,21.4,,1009.1,
2024-04-29,21.0,15.3,27.3,21.2,,,22.5,,1008.9,
2024-04-30,20.7,13.0,30.9,7.9,,,14.6,,1007.5,
2024-05-01,20.5,13.3,27.9,0.2,,,9.2,,1004.9,
2024-05-02,22.3,13.3,30.5,0.0,,,10.1,,1005.8,
2024-05-03,24.8,17.1,31.8,0.0,,,8.0,,1006.2,
2024-05-04,26.8,21.0,33.1,0.0,,,13.5,,1007.1,
2024-05-05,26.4,19.1,34.2,0.0,,,11.1,,1003.1,
2024-05-06,27.0,18.2,35.4,0.0,,,8.9,,1004.0,
2024-05-07,27.9,17.4,36.6,0.0,,,9.7,,1005.6,
2024-05-08,28.7,19.0,36.9,0.0,,,11.7,,1004.9,
2024-05-09,29.2,22.0,34.7,0.0,,,12.1,,1004.9,
2024-05-10,28.6,21.9,36.5,0.0,,,14.1,,1006.2,
2024-05-11,27.1,20.0,33.8,0.0,,,8.1,,1008.1,
2024-05-12,25.6,20.6,30.2,1.5,,,10.6,,1009.3,
2024-05-13,27.3,19.3,34.9,0.0,,,12.2,,1009.6,
2024-05-14,27.1,17.6,36.1,0.0,,,9.8,,1008.2,
2024-05-15,29.1,20.3,38.6,0.0,,,8.7,,1008.2,
2024-05-16,30.0,20.8,38.9,0.0,,,10.5,,1007.8,
2024-05-17,31.4,20.5,39.5,0.0,,,9.7,,1004.6,
2024-05-18,31.8,21.8,40.1,0.0,,,13.3,,1002.1,
2024-05-19,32.2,22.6,39.6,0.0,,,11.0,,1000.2,
2024-05-20,32.3,23.4,40.3,0.0,,,11.4,,1000.9,
2024-05-21,32.3,22.5,40.3,0.0,,,11.2,,1001.4,
2024-05-22,32.7,23.6,41.9,0.0,,,11.8,,1001.6,
2024-05-23,32.7,25.5,38.7,0.0,,,12.1,,1001.3,
2024-05-24,32.2,24.3,38.8,0.0,,,11.1,,1001.4,
2024-05-25,32.1,22.7,41.4,0.0,,,13.1,,999.2,
2024-05-26,32.9,22.8,41.2,0.0,,,10.1,,997.4,
2024-05-27,32.5,22.6,40.9,0.0,,,9.5,,994.9,
2024-05-28,32.7,23.4,41.5,0.0,,,10.0,,993.0,
2024-05-29,33.4,21.4,42.4,0.0,,,12.5,,994.1,
2024-05-30,35.2,30.3,41.8,0.0,,,20.3,,997.1,
2024-05-31,35.0,26.5,41.9,0.0,,,13.3,,999.6,
2024-06-01,35.8,28.4,43.0,0.0,,,15.4,,1000.2,
2024-06-02,33.8,25.5,40.9,0.0,,,10.6,,1002.1,
2024-06-03,33.6,24.0,42.8,0.0,,,14.5,,1000.1,
2024-06-04,33.1,25.6,40.6,0.0,,,9.5,,1000.4,
2024-06-05,31.7,22.9,40.0,0.3,,,10.8,,1002.5,
2024-06-06,29.9,22.9,37.2,0.8,,,10.8,,1005.6,
2024-06-07,31.1,23.6,38.3,0.0,,,10.8,,1003.0,
2024-06-08,31.3,22.7,37.9,0.0,,,9.7,,1001.4,
2024-06-09,32.6,22.9,40.9,0.0,,,12.1,,1001.3,
2024-06-10,32.4,21.7,40.9,0.0,,,9.4,,1000.9,
2024-06-11,34.0,23.3,41.9,0.0,,,8.4,,1000.2,
2024-06-12,34.6,24.7,42.9,0.0,,,9.6,,999.4,
2024-06-13,35.1,26.2,43.3,0.0,,,11.8,,998.4,
2024-06-14,34.6,25.8,42.3,0.0,,,10.9,,998.2,
2024-06-15,35.5,26.9,42.8,0.0,,,11.7,,997.9,
2024-06-16,35.4,25.6,42.9,0.0,,,9.1,,998.0,
2024-06-17,37.3,30.5,43.9,0.0,,,9.9,,998.0,
2024-06-18,36.5,28.3,44.0,0.0,,,10.5,,996.0,
2024-06-19,35.2,27.9,42.4,0.0,,,11.7,,994.5,
2024-06-20,34.1,27.7,39.7,0.0,,,10.7,,996.0,
2024-06-21,30.6,27.9,36.6,0.0,,,6.4,,999.8,
2024-06-22,32.6,26.9,38.8,0.0,,,9.3,,999.0,
2024-06-23,34.0,26.5,40.7,0.0,,,9.1,,999.2,
2024-06-24,34.7,26.7,41.3,0.0,,,9.3,,997.3,
2024-06-25,35.0,29.6,40.6,0.0,,,12.1,,996.4,
2024-06-26,35.7,28.0,42.1,0.0,,,11.8,,996.5,
2024-06-27,31.5,26.6,36.8,1.7,,,13.6,,1001.0,
2024-06-28,32.3,27.1,36.7,1.8,,,8.1,,999.4,
2024-06-29,32.4,27.0,37.3,0.8,,,9.2,,997.6,
2024-06-30,32.5,28.0,37.3,1.7,,,9.8,,996.7,
2024-07-01,30.4,25.3,36.0,9.5,,,10.4,,995.2,
2024-07-02,30.2,26.3,36.8,13.5,,,12.3,,993.5,
2024-07-03,30.9,26.5,36.9,3.7,,,13.9,,996.3,
2024-07-04,29.1,25.7,33.0,5.0,,,14.4,,999.9,
2024-07-05,28.5,25.0,33.3,15.4,,,10.5,,997.3,
2024-07-06,27.3,24.2,32.4,13.8,,,11.7,,995.8,
2024-07-07,29.2,25.0,33.9,0.0,,,8.8,,998.3,
2024-07-08,29.7,24.9,34.2,0.5,,,7.8,,1001.4,
2024-07-09,29.1,24.2,34.5,2.8,,,8.0,,1002.7,
2024-07-10,30.2,25.3,34.3,4.8,,,7.9,,1002.2,
2024-07-11,29.8,26.6,33.7,1.6,,,7.3,,998.0,
2024-07-12,29.2,25.5,34.0,6.3,,,9.9,,995.6,
2024-07-13,29.2,24.4,33.2,0.0,,,7.0,,997.6,
2024-07-14,29.2,25.5,35.9,0.0,,,5.8,,997.4,
2024-07-15,31.5,26.7,36.2,0.0,,,7.0,,999.5,
2024-07-16,32.5,28.1,36.9,0.0,,,7.8,,1000.2,
2024-07-17,31.4,26.2,35.3,2.6,,,10.0,,1000.4,
2024-07-18,29.1,24.4,34.1,19.2,,,9.9,,999.2,
2024-07-19,31.3,26.4,36.0,0.0,,,6.9,,997.2,
2024-07-20,31.6,26.2,35.6,0.9,,,8.1,,998.3,
2024-07-21,30.7,25.6,35.5,1.2,,,8.7,,998.5,
2024-07-22,30.2,25.2,34.8,3.9,,,9.8,,998.8,
2024-07-23,29.5,25.0,34.0,16.6,,,9.9,,997.8,
2024-07-24,30.7,26.4,34.7,0.9,,,6.9,,993.9,
2024-07-25,30.0,25.6,34.9,3.4,,,8.3,,993.5,
2024-07-26,29.8,24.5,34.2,17.2,,,9.1,,995.1,
2024-07-27,29.8,25.7,33.8,39.1,,,9.5,,997.7,
2024-07-28,30.2,26.9,34.1,3.8,,,7.6,,998.6,
2024-07-29,29.0,26.9,32.5,4.4,,,5.9,,998.4,
2024-07-30,30.6,26.5,34.0,0.2,,,7.5,,999.2,
2024-07-31,30.0,26.4,35.8,3.7,,,10.4,,998.1,
2024-08-01,26.2,25.1,29.9,58.1,,,13.0,,998.9,
2024-08-02,29.1,24.8,34.9,0.0,,,5.2,,998.2,
2024-08-03,28.7,24.9,31.7,13.3,,,9.2,,1000.2,
2024-08-04,29.1,26.3,32.8,1.1,,,7.2,,1002.2,
2024-08-05,29.0,25.6,34.9,4.6,,,6.3,,1001.8,
2024-08-06,28.2,24.3,32.9,17.1,,,9.0,,999.6,
2024-08-07,27.0,24.2,32.1,27.6,,,10.8,,1000.9,
2024-08-08,27.9,23.9,31.9,7.3,,,8.8,,1003.0,
2024-08-09,28.6,25.2,32.1,4.4,,,7.9,,1003.5,
2024-08-10,28.2,24.7,31.7,9.6,,,8.4,,1002.4,
2024-08-11,26.3,24.5,29.3,34.7,,,13.2,,1001.3,
2024-08-12,28.1,24.0,32.5,0.8,,,7.7,,1002.5,
2024-08-13,29.0,25.1,32.9,0.8,,,6.4,,1003.4,
2024-08-14,28.7,25.5,32.3,26.0,,,8.2,,1003.7,
2024-08-15,26.8,25.2,30.4,22.9,,,8.5,,1003.5,
2024-08-16,28.7,25.1,32.9,5.8,,,7.6,,1002.4,
2024-08-17,27.4,25.4,31.7,35.8,,,8.7,,1005.1,
2024-08-18,28.0,25.0,32.7,1.7,,,6.1,,1004.7,
2024-08-19,28.0,24.6,33.9,6.9,,,6.5,,1003.6,
2024-08-20,27.2,23.3,32.9,12.4,,,7.9,,1003.8,
2024-08-21,28.5,24.3,32.9,2.1,,,7.8,,1005.0,
2024-08-22,28.8,23.5,32.9,0.0,,,6.4,,1003.6,
2024-08-23,28.7,25.0,33.0,0.0,,,7.5,,1004.1,
2024-08-24,29.0,23.2,33.9,3.0,,,6.1,,1005.0,
2024-08-25,29.1,25.0,32.6,0.2,,,5.1,,1002.6,
2024-08-26,27.8,25.7,32.6,10.5,,,6.1,,1002.1,
2024-08-27,28.0,24.6,31.3,3.0,,,7.7,,1004.7,
2024-08-28,27.4,24.8,32.7,0.8,,,,,,
2024-08-29,25.6,,30.8,7.1,,,,,,
2024-08-30,26.9,22.7,32.3,17.0,,,,,,
2024-08-31,28.6,22.3,33.9,0.3,,,,,,
2024-09-01,29.8,24.7,34.5,0.0,,,,,,
2024-09-02,,,,,,,,,,
2024-09-03,27.5,22.2,34.8,37.1,,,,,,
2024-09-04,28.3,22.5,33.2,7.9,,,4.6,,,
2024-09-05,26.8,23.0,30.9,1.2,,,6.7,,1001.9,
2024-09-06,26.8,22.8,30.5,12.9,,,8.2,,1004.1,
2024-09-07,26.8,22.9,30.6,8.7,,,8.7,,1005.4,
2024-09-08,27.8,23.9,32.0,1.3,,,6.5,,1004.6,
2024-09-09,28.9,24.7,33.9,0.0,,,5.0,,1002.1,
2024-09-10,27.7,24.7,31.9,3.8,,,5.6,,1002.3,
2024-09-11,27.9,24.0,32.2,0.0,,,5.9,,1002.3,
2024-09-12,28.3,23.7,32.8,0.0,,,8.0,,999.5,
2024-09-13,27.9,23.5,32.2,0.0,,,8.0,,999.7,
2024-09-14,26.3,22.0,30.9,11.5,,,8.6,,1002.4,
2024-09-15,27.2,22.8,32.0,0.0,,,6.8,,1003.1,
2024-09-16,27.6,22.9,32.2,0.0,,,6.1,,1004.4,
2024-09-17,27.7,22.3,33.0,0.0,,,6.0,,1005.7,
2024-09-18,27.7,23.7,32.6,0.0,,,6.5,,1005.7,
2024-09-19,27.3,23.2,32.9,0.0,,,9.0,,1006.3,
2024-09-20,27.5,22.2,31.9,0.0,,,5.8,,1005.6,
2024-09-21,28.2,23.0,32.9,0.0,,,6.6,,1006.5,
2024-09-22,29.1,24.9,33.5,0.0,,,6.7,,1005.8,
2024-09-23,30.0,25.1,35.9,0.0,,,6.4,,1005.3,
2024-09-24,29.8,25.1,34.8,0.0,,,6.0,,1003.7,
2024-09-25,29.9,25.3,35.9,4.9,,,7.9,,1004.2,
2024-09-26,27.0,23.7,30.9,9.1,,,11.0,,1005.5,
2024-09-27,26.7,21.9,31.4,4.6,,,9.6,,1004.6,
2024-09-28,25.8,21.7,30.9,3.4,,,8.9,,1006.5,
2024-09-29,26.4,22.6,30.9,0.0,,,7.6,,1009.4,
2024-09-30,27.0,21.5,31.8,0.0,,,7.0,,1007.8,
2024-10-01,26.4,21.0,32.9,0.0,,,6.7,,1004.8,
2024-10-02,27.3,22.1,33.1,0.0,,,8.5,,1004.4,
2024-10-03,27.3,21.7,33.1,0.0,,,6.4,,1003.9,
2024-10-04,27.8,23.3,33.1,0.0,,,7.2,,1005.3,
2024-10-05,26.9,22.8,32.4,0.3,,,7.3,,1007.5,
2024-10-06,25.8,20.5,31.5,0.0,,,8.5,,1011.0,
2024-10-07,25.4,18.8,31.3,0.0,,,6.5,,1012.9,
2024-10-08,24.5,20.8,29.8,0.0,,,6.9,,1013.2,
2024-10-09,24.2,19.0,30.5,0.0,,,8.1,,1010.6,
2024-10-10,23.8,17.4,30.3,0.0,,,7.9,,1009.9,
2024-10-11,23.4,16.3,30.1,0.0,,,6.7,,1009.6,
2024-10-12,23.4,16.9,30.4,0.0,,,7.1,,1010.0,
2024-10-13,24.5,18.4,30.7,0.0,,,7.9,,1011.0,
2024-10-14,24.4,18.4,30.8,0.0,,,9.7,,1011.6,
2024-10-15,23.6,17.8,30.0,0.0,,,6.9,,1010.6,
2024-10-16,24.0,17.5,30.9,0.0,,,7.5,,1009.4,
2024-10-17,24.7,17.8,31.3,0.0,,,7.8,,1010.3,
2024-10-18,25.0,19.7,31.1,0.0,,,7.5,,1010.6,
2024-10-19,24.3,18.5,30.2,0.0,,,7.5,,1010.7,
2024-10-20,24.4,19.7,30.4,0.0,,,7.0,,1012.3,
2024-10-21,24.3,18.8,29.5,0.0,,,7.7,,1013.1,
2024-10-22,24.7,19.0,30.1,0.0,,,7.2,,1014.0,
2024-10-23,23.6,18.1,29.9,0.0,,,8.6,,1013.9,
2024-10-24,23.4,17.0,30.0,0.0,,,8.1,,1012.3,
2024-10-25,22.9,16.9,30.9,0.0,,,7.3,,1011.0,
2024-10-26,22.1,15.5,29.2,0.0,,,8.8,,1010.3,
2024-10-27,23.0,16.9,29.7,0.0,,,8.9,,1009.9,
2024-10-28,23.9,18.1,30.1,0.0,,,7.5,,1008.7,
2024-10-29,23.9,18.8,30.4,0.0,,,7.6,,1009.6,
2024-10-30,23.5,17.5,30.7,0.0,,,9.7,,1010.5,
2024-10-31,22.0,15.8,29.2,0.0,,,8.5,,1011.5,
2024-11-01,21.7,15.8,29.9,0.0,,,6.5,,1011.8,
2024-11-02,21.7,15.7,28.7,0.0,,,7.3,,1013.3,
2024-11-03,22.4,16.3,29.1,0.0,,,7.7,,1014.6,
2024-11-04,22.0,16.8,28.6,0.0,,,7.1,,1012.5,
2024-11-05,21.8,16.0,28.3,0.0,,,7.5,,1015.6,
2024-11-06,21.9,16.6,27.7,0.0,,,8.0,,1015.4,
2024-11-07,22.3,16.5,28.9,0.0,,,6.5,,1014.9,
